filename,category,pixels,mc_percentage,edgebits,rcmv_bits,total_tree_bits,treeMCBits,edgeBitsMCBits,dpcm_deflate_bits,dpcm_deflate_bits_no_inter,straights_mc_bits,sls_mc_bits,tree_rate,edgebits_deflate_rate,2bit_rate,red_edgebits_rate,3bit_paths_bits,tree_path_bits,tree_start_bits,disc_comp,crossings,regions,paths2bit_disc_comp,paths2bit_direction_bits,new2bitDirectionBits,paths2bit_start_bits,rle_direction_bits,region_color_bits,dpcm-huffman_bits,deflate_bits,deflate_unseparated,transfer_codes,transfer_map,tree_bpp,avg_straight_lenght,read_img_time,write_time,read_time,inflate_edgebits_time,deflate_edgebits_time,setEdgeBitsTime,region_color_UF_time,region_color_dfs_time,dpcm_huffman_time,dpcm_huffman_bitstring_time,tree_construction_time,tree_bitstring_time,rle_rate,straights_huffman_rate,2bit_construction_time,dec_construction_time,dec_bitstring_time,sls_construction_time,sls_bitstring_time,rcmv_construction_time,rcmv_bitstring_time,rebuild_dpcm_huffman_time,decode_colors_time,cmv_reconstruction_time,reconstruct_rcmv_time,reconstruct_rcmv_cmv_time,dec_reconstruction_time,dec_cmv_reconstruction_time,sls_reconstruction_time,sls_cmv_reconstruction_time,reconstruct_tree_edgebits_time,dfs_reconstruction_time,assemble_tree_paths_time
A_House_in_California.png,test_img,764400,6.8388,1526963,829099,128456,96816,138624,128392,137312,319690,252926,81.4376,68.6895,38.6497,19.1575,313194,192456,10269,489,6050,15993,6539,195774,195774,137319,111031,383832,180693,128392,0,2784,3638,0.00700201,0.0102986,9.11158,0.835041,1.41696,1.47313,12.7341,21.0149,17.8769,8.93496,7.074,1.63054,12.5712,0.793958,48.6871,48.103,2.83225,11.0877,2.83225,9.75125,2.21242,63.9456,3.71654,0,2.61983,4,6.09892,17.137,1.397,3.34458,2.65867,4.15079,6.70433,3.93321,1.25258
